﻿episode_id,person_id,person_name,episode_count,age,category,char_count,episode_text,episode_type,fact_check_result,group_name,is_group_member,person_type,quality_score,slot,source,tier,week,work_title,generation_timestamp,fame_tier,wikipedia_ja,textbook,award_level,notoriety,fame_score,composite_score,fame_score_updated_at,episode_fame_tier,episode_fame_score,episode_fame_score_updated_at,人生の節目タグ,記憶性スコア,共感性スコア,意外性スコア,生成品質スコア,教育的価値,ストーリー品質,事実密度,category_original,episode_importance_score,is_highlight,highlight_rank,highlight_selection_method,事実密度_float,priority_score,impressiveness_score,年代,episode_fame_score_original,教育的価値_original,ストーリー品質_original,事実密度_original,episode_id_original,surprise_score,name_raw,title,affiliation,display_name_original,generated_at,last_modified
,PC302AD8,伊能忠敬,,73,科学・技術,322,あなたと同じ73歳のとき、伊能忠敬は17年間にわたる全国測量の集大成として、精密な日本地図の完成に向けて最後の力を注いでいました。50歳を過ぎてから天文学を学び始め、55歳で蝦夷地の測量に出発した彼は、年齢を重ねてもなお情熱を失わず、10回に及ぶ測量旅行で約4万キロを歩き続けました。73歳となった文政元年（1818年）、病に倒れながらも弟子たちに地図の完成を託し、測量データの整理と地図製作の指導を続けました。彼の不屈の精神は、人生後半から始めた挑戦が、日本の近代化に不可欠な正確な国土情報をもたらすという偉業を成し遂げたのです。晩年まで学問への探究心を持ち続けた姿は、年齢に関係なく新しいことに挑戦できることを示す最高の手本となっています。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:29:19,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,科学・技術,,,,,,,,60歳以上,,,,,,,,,,,,
,P0898C9B,葛飾北斎,,75,芸術・文化,314,あなたと同じ75歳のとき、葛飾北斎は代表作『富嶽三十六景』を完成させました。70歳を過ぎてから制作を始めたこの連作は、藍色を基調とした革新的な風景画として江戸の人々を魅了しました。特に「神奈川沖浪裏」は、躍動する大波と富士山を描いた構図で、後に世界的な名作として評価されることになります。北斎は「70歳までに描いたものは取るに足らない」と語り、年齢を重ねてもなお技術の向上を追求し続けました。この時期、彼は「画狂老人卍」と号し、90歳まで生きてさらに上手くなりたいという情熱を持ち続けました。晩年の円熟した技術と衰えぬ創作意欲が結実した傑作は、高齢になってからでも最高の仕事ができることを示す、希望に満ちた事例といえるでしょう。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:29:28,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,芸術・文化,,,,,,,,60歳以上,,,,,,,,,,,,
,PCFA4BEC,日野原重明,,75,医学・健康,302,あなたと同じ75歳のとき、日野原重明は聖路加国際病院の院長として、医療現場の最前線に立ち続けていました。この年齢を重ねてもなお、彼は週に数日の外来診療を続け、患者一人ひとりに丁寧に向き合う姿勢を貫いていました。特筆すべきは、この時期に「生活習慣病」という概念を日本に広め、予防医学の重要性を説き続けたことです。また、医学生や若手医師の教育にも情熱を注ぎ、「医療は科学であると同時に芸術である」という信念のもと、人間性を重視した医療の在り方を伝え続けました。75歳という年齢は多くの人が引退を考える時期ですが、日野原は「人生はこれからが本番」と語り、その後も30年以上にわたる活躍の基盤を築いていたのです。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:29:38,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,医学・健康,,,,,,,,60歳以上,,,,,,,,,,,,
,PF35F62B,黒柳徹子,,70,エンターテイメント,287,あなたと同じ70歳のとき、黒柳徹子はユニセフ親善大使として、アフリカや中東の紛争地域を精力的に訪問していました。1984年の親善大使就任から20年以上が経過しても、年齢を重ねてもなお現地に足を運び続ける姿勢は多くの人々を感動させました。2005年には、長年の人道支援活動が評価され、日本人として初めてユニセフの最高位の称号を受けています。テレビ番組『徹子の部屋』の司会を続けながら、世界の子どもたちのために奔走する彼女の姿は、「年齢は活動の制限にはならない」という強いメッセージを社会に発信し続けました。その活動は、高齢者の社会参加の可能性を示す象徴的な存在となっています。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:29:45,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,エンターテイメント,,,,,,,,60歳以上,,,,,,,,,,,,
,P4B0C3A0,森光子,,85,エンターテイメント,283,あなたと同じ85歳のとき、森光子は舞台『放浪記』の2000回公演という前人未到の記録を達成しました。1961年の初演から48年間、一度も主役を降りることなく演じ続けたこの偉業は、演劇史に輝く金字塔となりました。85歳という高齢にもかかわらず、舞台上で側転を披露するなど、驚異的な体力と演技への情熱を見せ続けました。この記録達成の背景には、毎日のスクワット運動や厳しい体調管理がありました。年齢を重ねてもなお、「お客様のために最高の舞台を届けたい」という一途な思いが、彼女を支え続けたのです。この姿は、年齢に関係なく夢を追い続けることの尊さを、多くの人々に示しました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:29:55,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,エンターテイメント,,,,,,,,60歳以上,,,,,,,,,,,,
,P33DB5A0,瀬戸内寂聴,,83,文学,267,あなたと同じ83歳のとき、瀬戸内寂聴は10年の歳月をかけた『源氏物語』全54帖の現代語訳を完成させました。出家後も旺盛な創作活動を続けた彼女は、この大事業に70代半ばから取り組み、平安の雅な世界を現代の読者に届けることに情熱を注ぎました。完成時には「源氏と一緒に生きてきた。別れるのが寂しい」と語り、古典文学への深い愛情を示しました。年齢を重ねてもなお、日本文学の最高峰に挑み続けた姿勢は、晩年における知的創造の可能性を示す輝かしい実例となりました。この偉業は、人生の円熟期にこそ成し遂げられる仕事があることを私たちに教えてくれます。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:30:03,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,文学,,,,,,,,60歳以上,,,,,,,,,,,,
,PEF622C9,ピカソ,,77,芸術・文化,259,あなたと同じ77歳のとき、ピカソは驚異的な創作意欲を見せていました。1958年、彼はユネスコ本部の壁画「イカロスの墜落」を完成させ、年齢を重ねてもなお革新的な表現を追求し続けました。この時期、ピカソは1日に数点もの作品を制作することがあり、版画や陶芸など新しい技法にも果敢に挑戦していました。「私は若い画家のように制作する。年齢など関係ない」と語り、既存の名声に甘んじることなく、常に新しい芸術の可能性を探求する姿勢を貫きました。晩年の円熟した技術と衰えない情熱が融合し、芸術家としての生命力を世界に示し続けたのです。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:30:11,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,芸術・文化,,,,,,,,60歳以上,,,,,,,,,,,,
,PBC4ECE7,黒澤明,,78,映画・演劇,308,あなたと同じ78歳のとき、黒澤明は映画史に残る大作『乱』を完成させました。製作費27億円という当時の日本映画としては破格の規模で、10年もの構想期間を経て実現したこの作品は、シェイクスピアの「リア王」を戦国時代に置き換えた壮大な人間ドラマです。年齢を重ねてもなお、黒澤は妥協を許さず、城のセットを実際に建造し、数百人のエキストラを動員する徹底した映像美を追求しました。国内での資金調達に苦労しながらも、フランスのプロデューサーの支援を得て完成させたこの執念は、創作への情熱に年齢の壁など存在しないことを証明しています。『乱』はカンヌ国際映画祭でパルムドール候補となり、アカデミー賞も受賞する世界的評価を獲得しました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:30:19,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,映画・演劇,,,,,,,,60歳以上,,,,,,,,,,,,
,P7F88681,宮崎駿,,84,アニメ・漫画・ゲーム,272,あなたと同じ84歳のとき、宮崎駿は長編アニメーション制作の第一線に立ち続けていました。2013年に『風立ちぬ』を公開し、これが引退作と宣言したものの、年齢を重ねてもなお創作への情熱は衰えることがありませんでした。実際、引退宣言から数年後には再び新作『君たちはどう生きるか』の制作に取り組み始めます。70代後半から80代にかけても、毎日スタジオに通い、自ら絵コンテを描き続ける姿は、多くのクリエイターたちに感銘を与えました。「引退は嘘だった」と笑いながら語る彼の姿には、真の創造者としての執念と、年齢という枠を超えた芸術への献身が表れていました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:30:27,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,アニメ・漫画・ゲーム,,,,,,,,60歳以上,,,,,,,,,,,,
,PED05B4D,吉田茂,,74,政治・社会,288,あなたと同じ74歳のとき、吉田茂は『回想十年』を刊行し、占領下の日本と講和への道のりを克明に記録しました。首相退任から3年、年齢を重ねてもなお、彼は大磯の自邸「海千山千楼」で精力的に執筆活動を続けました。この回想録には、マッカーサーとの緊張感ある交渉や、サンフランシスコ講和会議での苦悩が率直に綴られています。晩年の吉田は、単なる回顧に留まらず、戦後日本の進むべき道を後世に示そうとする強い使命感を持っていました。葉巻を燻らせながら、若い政治家たちに「日本の独立と復興のために何が必要だったか」を語り継ぐ姿は、経験と知恵を次世代へ伝える政治家の円熟した姿勢を体現していました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:30:36,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,政治・社会,,,,,,,,60歳以上,,,,,,,,,,,,
