﻿episode_id,person_id,person_name,episode_count,age,category,char_count,episode_text,episode_type,fact_check_result,group_name,is_group_member,person_type,quality_score,slot,source,tier,week,work_title,generation_timestamp,fame_tier,wikipedia_ja,textbook,award_level,notoriety,fame_score,composite_score,fame_score_updated_at,episode_fame_tier,episode_fame_score,episode_fame_score_updated_at,人生の節目タグ,記憶性スコア,共感性スコア,意外性スコア,生成品質スコア,教育的価値,ストーリー品質,事実密度,category_original,episode_importance_score,is_highlight,highlight_rank,highlight_selection_method,事実密度_float,priority_score,impressiveness_score,年代,episode_fame_score_original,教育的価値_original,ストーリー品質_original,事実密度_original,episode_id_original,surprise_score,name_raw,title,affiliation,display_name_original,generated_at,last_modified
,PC302AD8,伊能忠敬,,71,科学・技術,314,あなたと同じ71歳のとき、伊能忠敬は17年間にわたる全国測量の集大成として、精密な日本地図の完成に向けて最後の力を注いでいました。50歳を過ぎてから天文学を学び始め、55歳で蝦夷地測量に出発した彼は、年齢を重ねてもなお情熱を失わず、10回に及ぶ測量で日本全土を歩き続けました。71歳となった文政元年（1818年）、彼は病に倒れながらも弟子たちに地図の完成を託し、測量データの整理と地図作成の指導を続けました。その献身的な姿勢は、人生の最晩年まで学問への探究心と使命感を持ち続けた証であり、年齢は挑戦の障壁ではないことを示す感動的な実例となっています。彼の遺志を継いだ弟子たちにより、3年後に「大日本沿海輿地全図」が完成しました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:12:58,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,科学・技術,,,,,,,,60歳以上,,,,,,,,,,,,
,P0898C9B,葛飾北斎,,75,芸術・文化,272,あなたと同じ75歳のとき、葛飾北斎は代表作『富嶽三十六景』を完成させました。70歳を過ぎてから制作を始めたこの連作は、「神奈川沖浪裏」や「凱風快晴」など、今日まで世界中で愛される傑作を含んでいます。北斎は「70歳までの仕事は取るに足らない」と語り、年齢を重ねてもなお画業への情熱を失わず、むしろ円熟の境地に達していました。この時期、彼は西洋の遠近法を取り入れた革新的な構図に挑戦し、富士山という日本の象徴を多様な視点から描き続けました。晩年の北斎の姿は、人生の後半こそが真の創造の時期となりうることを示す、芸術家の生き方の模範といえるでしょう。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:13:06,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,芸術・文化,,,,,,,,60歳以上,,,,,,,,,,,,
,PCFA4BEC,日野原重明,,76,医学・健康,315,あなたと同じ76歳のとき、日野原重明は聖路加国際病院の院長として、医療現場の最前線に立ち続けていました。この年齢を重ねてもなお、彼は毎日病院に出勤し、患者の診察を続けながら、医療改革にも精力的に取り組んでいました。特筆すべきは、高齢者医療の質の向上と予防医学の重要性を説き続け、「生活習慣病」という概念を日本に広めたことです。また、この時期から「新老人運動」の構想を温め始め、高齢者が社会に貢献できる存在であることを自ら体現していました。76歳という年齢は多くの人にとって引退の時期ですが、日野原にとっては新たな挑戦の始まりに過ぎませんでした。彼の姿は、年齢を重ねてもなお学び続け、社会に貢献できることを示す生きた証となりました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:13:15,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,医学・健康,,,,,,,,60歳以上,,,,,,,,,,,,
,PF35F62B,黒柳徹子,,78,エンターテイメント,285,あなたと同じ78歳のとき、黒柳徹子はユニセフ親善大使として、アフガニスタンやアフリカ諸国など紛争地域や貧困地域を精力的に訪問し続けていました。1984年に日本人として初めてユニセフ親善大使に任命されて以来、20年以上にわたり現地の子どもたちの状況を自らの目で確かめ、その実態を日本に伝える活動を継続。年齢を重ねてもなお、過酷な環境下での視察を厭わず、「子どもたちの笑顔を守りたい」という信念のもと、世界中を飛び回りました。同時に『徹子の部屋』の司会も続け、テレビを通じて国際支援の重要性を訴え続けた姿は、晩年においても社会貢献への情熱を失わない生き方の象徴となりました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:13:23,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,エンターテイメント,,,,,,,,60歳以上,,,,,,,,,,,,
,P4B0C3A0,森光子,,74,エンターテイメント,302,あなたと同じ74歳のとき、森光子は舞台『放浪記』の1500回公演を達成しました。1961年の初演から40年以上にわたり、主人公・林芙美子を演じ続けた彼女は、年齢を重ねてもなお、舞台稽古前には必ずスクワットを欠かさず、驚異的な体力と精神力を維持していました。この記録的な長期公演は、単なる演技の継続ではなく、役への深い理解と観客への誠実な姿勢の賜物でした。「舞台に立てることへの感謝」を口にし続けた森は、後進の俳優たちに「プロとしての覚悟」を身をもって示しました。晩年の彼女の姿は、年齢は決して限界ではなく、情熱と努力があれば人生のどの段階でも輝き続けられることを証明する、まさに生きる伝説となったのです。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:13:32,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,エンターテイメント,,,,,,,,60歳以上,,,,,,,,,,,,
,P33DB5A0,瀬戸内寂聴,,81,文学,282,あなたと同じ81歳のとき、瀬戸内寂聴は10年の歳月をかけた『源氏物語』全54帖の現代語訳を完成させました。出家後も旺盛な創作活動を続けていた彼女は、この大事業に70代で挑み、古典の美しさを現代に蘇らせることに情熱を注ぎました。「源氏物語は何度読んでも新しい発見がある」と語り、原文の雅な世界を失わずに、現代の読者にも理解しやすい言葉で表現することに心を砕きました。年齢を重ねてもなお、文学への飽くなき探求心と、古典を次世代に伝えたいという使命感が、この偉業を成し遂げる原動力となったのです。晩年の円熟した文章力と人生経験が、千年前の物語に新たな命を吹き込みました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:13:40,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,文学,,,,,,,,60歳以上,,,,,,,,,,,,
,PEF622C9,ピカソ,,74,芸術・文化,306,あなたと同じ74歳のとき、ピカソは驚くべき創作意欲を見せていました。1955年、彼はドラクロワの名画「アルジェの女たち」に触発され、15のバリエーション作品を次々と制作しました。年齢を重ねてもなお、過去の巨匠たちとの対話を通じて新たな表現を追求し続けたのです。この連作は、若き日の革新性とは異なる、円熟した技巧と自由な解釈が融合した傑作となりました。「芸術に年齢は関係ない。重要なのは創造への情熱だ」という彼の言葉通り、70代半ばにして旺盛な制作活動を続け、芸術家としての可能性に限界がないことを世界に示しました。晩年のピカソは、長年培った技術と経験を武器に、むしろ若い頃以上の自由な表現を獲得していったのです。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:13:49,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,芸術・文化,,,,,,,,60歳以上,,,,,,,,,,,,
,PBC4ECE7,黒澤明,,85,映画・演劇,260,あなたと同じ85歳のとき、黒澤明は映画『乱』の制作に情熱を注いでいました。この壮大なシェイクスピア劇『リア王』を翻案した作品は、10年以上の構想期間を経て1985年に公開されました。撮影中、黒澤は高齢にもかかわらず険しい山岳地帯での大規模なロケーションに立ち会い、数百人のエキストラを指揮しました。資金難や製作の困難に直面しながらも、年齢を重ねてもなお妥協を許さない姿勢で作品を完成させ、カンヌ国際映画祭で監督賞を受賞。晩年の黒澤は「まだ本当に撮りたい映画が撮れていない」と語り、創作への飽くなき探求心を示し続けました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:13:56,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,映画・演劇,,,,,,,,60歳以上,,,,,,,,,,,,
,P7F88681,宮崎駿,,70,アニメ・漫画・ゲーム,318,あなたと同じ70歳のとき、宮崎駿は長編アニメーション映画『風立ちぬ』を完成させ、これを最後の作品として引退を表明しました。零戦設計者・堀越二郎の半生を描いたこの作品は、戦争と創造の矛盾という重いテーマに真正面から取り組んだ意欲作でした。年齢を重ねてもなお、妥協を許さない姿勢で制作に臨み、スタッフには厳しい要求を続けました。しかし公開後、彼は「これで本当に終わり」と語りながらも、数年後には新作『君たちはどう生きるか』の構想を温め始めます。引退宣言を何度も繰り返しながら創作への情熱を捨てきれない姿は、真の創造者の性を体現するものでした。晩年の円熟と、衰えることのない創作意欲が共存する、稀有なアニメーション作家の姿がそこにありました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:14:06,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,アニメ・漫画・ゲーム,,,,,,,,60歳以上,,,,,,,,,,,,
,PED05B4D,吉田茂,,81,政治・社会,265,あなたと同じ81歳のとき、吉田茂は自らの政治人生を振り返る『回想十年』を刊行しました。占領期から講和条約締結、そして戦後日本の再建に尽力した激動の十年間を、鋭い観察眼と時にユーモアを交えて綴ったこの著作は、年齢を重ねてもなお衰えない記憶力と筆力を示すものでした。首相退任後も大磯の自邸で政界への影響力を保ち続けた吉田は、この回顧録を通じて後世に自らの政治哲学を伝えようとしました。晩年の円熟した視点から描かれた戦後政治の証言は、歴史的資料としても高い価値を持ち、高齢になっても社会に貢献し続けることの意義を示す好例となっています。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-16 15:14:14,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,政治・社会,,,,,,,,60歳以上,,,,,,,,,,,,
