﻿episode_id,person_id,person_name,episode_count,age,category,char_count,episode_text,episode_type,fact_check_result,group_name,is_group_member,person_type,quality_score,slot,source,tier,week,work_title,generation_timestamp,fame_tier,wikipedia_ja,textbook,award_level,notoriety,fame_score,composite_score,fame_score_updated_at,episode_fame_tier,episode_fame_score,episode_fame_score_updated_at,人生の節目タグ,記憶性スコア,共感性スコア,意外性スコア,生成品質スコア,教育的価値,ストーリー品質,事実密度,category_original,episode_importance_score,is_highlight,highlight_rank,highlight_selection_method,事実密度_float,priority_score,impressiveness_score,年代,episode_fame_score_original,教育的価値_original,ストーリー品質_original,事実密度_original,episode_id_original,surprise_score,name_raw,title,affiliation,display_name_original,generated_at,last_modified
,PBAC7D43,オリヴィア・デ・ハヴィランド,,91,映画・演劇,315,あなたと同じ91歳のとき、オリヴィア・デ・ハヴィランドは、パリの自宅で穏やかな日々を過ごしながら、ハリウッド黄金期の貴重な記憶を大切に守り続けていました。『風と共に去りぬ』の撮影から70年近くが経過した2007年、彼女は映画史における最後の主要キャストの一人として、若い世代の映画研究者たちからインタビューを受け、当時の撮影秘話を語りました。特に、俳優の権利向上のために起こした「デ・ハヴィランド法」の制定について振り返り、「正しいと信じたことのために戦う勇気を持つことが大切」と語った言葉は、90代を超えてなお社会に影響を与え続ける彼女の姿勢を示すものでした。長寿と知性を兼ね備えた彼女は、まさに人生100年時代の先駆者でした。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 22:40:03,,,,,,7.0,87.14285714285714,,,7.0,,超高齢期の奇跡,9.0,8.0,8.5,9.0,8.5,9.0,9.0,映画・演劇,,,,,,,,60歳以上,,,,,,,,,,,,
,PEC49047,カーク・ダグラス,,99,映画・演劇,291,あなたと同じ99歳のとき、カーク・ダグラスは現役俳優として驚異的な生命力を示していました。2015年、彼は自身の誕生日を祝いながら、ハリウッド黄金期から現代まで続く映画界の変遷を語り継ぐ生き証人として活動を続けていました。1916年生まれの彼は、無声映画時代から21世紀のデジタル映画まで、約1世紀にわたる映画史を体現する存在でした。この年も家族に囲まれながら回顧録の執筆や慈善活動に情熱を注ぎ、「スパルタカス」で示した不屈の精神を人生そのものでも証明し続けました。90代を超えてなお社会貢献を続ける姿は、人生100年時代における真のロールモデルとして多くの人々に希望を与えました。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 22:40:12,,,,,,7.0,82.14285714285714,,,7.0,,超高齢期の奇跡,8.5,7.5,8.0,8.5,8.0,8.5,8.5,映画・演劇,,,,,,,,60歳以上,,,,,,,,,,,,
,PDED08BE,キャロル・バーネット,,91,エンターテイメント,306,あなたと同じ91歳のとき、キャロル・バーネットは、伝説的なコメディアンとして現役を貫き続けていました。1933年生まれの彼女は、1967年から11年間続いた『キャロル・バーネット・ショー』で全米を笑いで包み、エミー賞を6度受賞。90代となった今も、後進のコメディアンたちに多大な影響を与え続けています。彼女の長寿の秘訣は「笑いを忘れないこと」。テレビ黎明期から現代まで、エンターテイメント界の変遷を見守ってきた生き証人として、その存在自体が人生100年時代のロールモデルとなっています。困難な幼少期を乗り越え、女性コメディアンの道を切り拓いた彼女の人生は、年齢を重ねても挑戦し続けることの大切さを教えてくれます。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 22:40:20,,,,,,7.0,87.14285714285714,,,7.0,,超高齢期の奇跡,9.0,8.0,8.5,9.0,8.5,9.0,9.0,エンターテイメント,,,,,,,,60歳以上,,,,,,,,,,,,
,PF51A6EA,シドニー・ポワチエ,,92,映画・演劇,294,あなたと同じ92歳のとき、シドニー・ポワチエは長年の功績を振り返りながら、静かな日々を過ごしていました。アカデミー賞を受賞した初のアフリカ系アメリカ人俳優として、公民権運動の時代に映画を通じて人種の壁を打ち破った彼の存在は、映画史における生きた伝説でした。バハマの貧しい家庭に生まれ、識字能力もないまま渡米した少年が、ハリウッドの頂点に立ち、後進の俳優たちに道を切り開いた軌跡は、まさに20世紀アメリカの変革の歴史そのものでした。90代を迎えても、彼の人生は「不可能を可能にする」ことの証明であり、人種や出自に関わらず夢を追い続けることの大切さを、その存在自体で世界に示し続けていました。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 22:40:29,,,,,,7.0,82.14285714285714,,,7.0,,超高齢期の奇跡,8.5,7.5,8.0,8.5,8.0,8.5,8.5,映画・演劇,,,,,,,,60歳以上,,,,,,,,,,,,
,P5691A41,ジェームズ・ラブロック,,90,科学・技術,264,あなたと同じ90歳のとき、ジェームズ・ラブロックは地球を一つの生命体として捉える「ガイア理論」の提唱者として、なお精力的に執筆活動を続けていました。2009年、彼は90歳という年齢にもかかわらず『ガイアの復讐』を著し、気候変動の深刻さを警告しました。科学者として80年近いキャリアを持つ彼の言葉は、20世紀の産業革命から現代の環境危機まで目撃してきた生き証人としての重みを持っていました。高齢になっても独立独歩の研究姿勢を貫き、大学に所属せず自宅の研究室で思索を続ける姿は、知的好奇心に年齢は関係ないことを示す見本となりました。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 22:40:37,,,,,,7.0,82.14285714285714,,,7.0,,超高齢期の奇跡,8.5,7.5,8.0,8.5,8.0,8.5,8.5,科学・技術,,,,,,,,60歳以上,,,,,,,,,,,,
,P117407D,ジョン・グッドイナフ,,94,科学・技術,308,あなたと同じ94歳のとき、ジョン・グッドイナフは研究室で新たな電池材料の開発に情熱を注いでいました。リチウムイオン電池の発明者として既に歴史に名を刻んでいた彼は、2017年、全固体電池の画期的な研究成果を発表し、科学界を驚かせました。「Good enough（十分に良い）という名前だが、私はまだ十分ではない」と語り、より安全で高性能な次世代電池の実現を目指して日々実験を重ねていました。テキサス大学の研究室に通い続ける彼の姿は、年齢は単なる数字に過ぎないことを証明し、生涯現役で挑戦し続けることの大切さを世界に示しました。科学への飽くなき探究心は、人生100年時代を生きる私たちへの力強いメッセージとなっています。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 22:40:46,,,,,,7.0,87.14285714285714,,,7.0,,超高齢期の奇跡,9.0,8.0,8.5,9.0,8.5,9.0,9.0,科学・技術,,,,,,,,60歳以上,,,,,,,,,,,,
,PC8DA14E,ジョージ・ソロス,,93,ビジネス,308,あなたと同じ93歳のとき、ジョージ・ソロスは自らが設立したオープン・ソサエティ財団の運営を息子に引き継ぎながらも、世界の民主主義と人権擁護への情熱を失っていませんでした。2023年、彼は半世紀以上にわたる慈善活動を通じて320億ドル以上を社会課題の解決に投じた実績を持ち、存命中の慈善家として史上最高額の寄付者となりました。ナチス占領下のハンガリーでホロコーストを生き延びた経験を持つ彼は、90代になってもなお、権威主義の台頭に警鐘を鳴らし続けました。投資家として伝説を築き、その富を惜しみなく社会正義のために使う姿は、人生100年時代における「成功の再定義」を体現する生き方として、多くの人々に影響を与えています。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 22:40:55,,,,,,7.0,87.14285714285714,,,7.0,,超高齢期の奇跡,9.0,8.0,8.5,9.0,8.5,9.0,9.0,ビジネス,,,,,,,,60歳以上,,,,,,,,,,,,
,P7316939,デヴィッド・アッテンボロー,,94,学術・研究,285,あなたと同じ94歳のとき、デヴィッド・アッテンボローは気候変動との闘いの最前線に立ち続けていました。2020年、彼はNetflixのドキュメンタリー『デヴィッド・アッテンボロー：地球に暮らす生命』を発表し、自らの70年に及ぶ自然観察の経験から、地球環境の劇的な変化を証言しました。94歳という年齢にもかかわらず、国連気候変動サミットでスピーチを行い、世界のリーダーたちに行動を促しました。「私は地球の歴史の生き証人として、今こそ行動すべき時だ」と訴える姿は、人生100年時代における社会貢献の可能性を示す象徴となり、世代を超えて多くの人々に希望と勇気を与え続けています。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 22:41:02,,,,,,7.0,82.14285714285714,,,7.0,,超高齢期の奇跡,8.5,7.5,8.0,8.5,8.0,8.5,8.5,学術・研究,,,,,,,,60歳以上,,,,,,,,,,,,
,P0AD7A42,トニー・ベネット,,90,音楽,299,あなたと同じ90歳のとき、トニー・ベネットはレディー・ガガとのコラボレーションアルバム『Cheek to Cheek』で大成功を収め、史上最高齢でのビルボード1位獲得記録を更新していました。60歳以上年の離れた共演者と対等に渡り合い、ジャズスタンダードの魅力を新世代に伝える姿は、音楽に年齢の壁がないことを証明しました。グラミー賞も獲得し、デビューから65年以上経っても第一線で活躍する彼の姿は、情熱と探究心を持ち続けることの大切さを示しています。「歌い続けることが私を若く保つ」という言葉通り、現役アーティストとして世界中のステージに立ち続け、人生100年時代の理想的なロールモデルとなりました。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 22:41:13,,,,,,7.0,82.14285714285714,,,7.0,,超高齢期の奇跡,8.5,7.5,8.0,8.5,8.0,8.5,8.5,音楽,,,,,,,,60歳以上,,,,,,,,,,,,
,PA268F9B,ノーマン・リア,,90,エンターテイメント,302,あなたと同じ90歳のとき、ノーマン・リアは現役のテレビプロデューサーとして活躍を続けていました。2013年、彼は自身の代表作『オール・イン・ザ・ファミリー』などの社会派コメディが現代に与えた影響について語り、人種差別や貧困といった問題に正面から取り組んだ作品の意義を振り返りました。この年、彼は若手クリエイターたちとの対話を重ね、「笑いの中に真実を込める」という信念を次世代に伝え続けました。70年以上のキャリアを持つ彼の姿は、創造性に年齢の限界はないことを証明し、エンターテイメント業界における長寿と情熱の象徴となっていました。人生100年時代を先取りする、まさに現役最高齢プロデューサーの一人でした。,ACHIEVEMENT,,,False,REAL,,,LLM_GENERATED,,,,2025-12-16 22:41:22,,,,,,7.0,87.14285714285714,,,7.0,,超高齢期の奇跡,9.0,8.0,8.5,9.0,8.5,9.0,9.0,エンターテイメント,,,,,,,,60歳以上,,,,,,,,,,,,
