person_id,person_name,episode_count,age,category,char_count,episode_text,episode_type,fact_check_result,group_name,is_group_member,person_type,quality_score,slot,source,tier,week,work_title,generation_timestamp,fame_tier,wikipedia_ja,textbook,award_level,notoriety,fame_score,composite_score,fame_score_updated_at,人生の節目タグ,記憶性スコア,共感性スコア,意外性スコア,生成品質スコア,教育的価値,ストーリー品質,事実密度,category_original
PCFA4BEC,日野原重明,,100,医学,293,あなたと同じ100歳のとき、日野原重明は現役医師として聖路加国際病院で診療を続けながら、全国各地で「生きる意味」について講演活動を精力的に行っていました。この年、彼は自ら企画した「新老人運動」を通じて、高齢者が社会に貢献することの重要性を説き続けました。100歳を迎えた記念講演では、1500人もの聴衆を前に、「命とは時間である。その時間をどう使うかが人生の質を決める」と力強く語りかけ、多くの人々に感動を与えました。また、この年も週に18時間の外来診療をこなし、「患者さんのために働けることが最高の喜び」と語る姿は、医療人としての使命感の象徴として多くの医療従事者の模範となりました。,ACHIEVEMENT,,,,REAL,,,,,,,2025-12-03 14:31:08,,,,,,70.0,81.42857142857142,,,8.5,7.0,8.0,8.5,8.0,8.5,8.5,医学
P33B365B,きんさんぎんさん（成田きん）,,100,エンターテイメント,284,あなたと同じ100歳のとき、成田きんは双子の妹・蟹江ぎんとともに、日本中の注目を集める国民的スターとなっていました。1992年、100歳を迎えた二人は、愛知県から「敬老の日」のポスターモデルに起用されたことをきっかけに、一躍時の人に。テレビCMやバラエティ番組に次々と出演し、「きんは100歳、ぎんも100歳」という掛け合いで茶目っ気たっぷりの姿を見せました。長寿のお祝いムードだけでなく、明るく前向きに生きる姿勢が多くの人々を勇気づけました。高齢化社会における「元気な高齢者」のシンボルとして、年齢を重ねることの素晴らしさを体現し、日本中に笑顔と希望を届けたのです。,ACHIEVEMENT,,,,REAL,,,,,,,2025-12-03 14:31:17,,,,,,70.0,81.42857142857142,,,8.5,7.0,8.0,8.5,8.0,8.5,8.5,エンターテイメント
PF61FA8A,きんさんぎんさん（蟹江ぎん）,,100,エンターテイメント,296,あなたと同じ100歳のとき、蟹江ぎんは双子の姉・きんさんとともに、日本中の注目を集める国民的スターとなっていました。1991年、100歳を迎えた二人は愛知県の敬老会で紹介されたことをきっかけにテレビ出演が相次ぎ、CMやバラエティ番組で大活躍しました。特にダスキンのCMでは「きんは100歳、ぎんも100歳、生きてりゃいいこともあるもんだ」という名セリフが流行語となり、高齢化社会を迎えた日本に明るい希望を与えました。二人の飾らない人柄とユーモアあふれる掛け合いは、長寿の素晴らしさと人生の楽しみ方を多くの人々に教えてくれました。100歳からの人生が最も輝いた、まさに奇跡のような出来事でした。,ACHIEVEMENT,,,,REAL,,,,,,,2025-12-03 14:31:25,,,,,,70.0,81.42857142857142,,,8.5,7.0,8.0,8.5,8.0,8.5,8.5,エンターテイメント
PB1B157C,渋沢栄一,,91,ビジネス,268,あなたと同じ91歳のとき、渋沢栄一は生涯最後まで社会貢献活動に情熱を注いでいました。1931年（昭和6年）、彼は病床にありながらも、約500社の企業設立に関わり、約600の社会公共事業の育成に尽力してきた人生を振り返っていました。特にこの年の11月、91歳で亡くなる直前まで、教育機関や福祉施設への支援について側近と話し合いを続けていたと記録されています。「道徳経済合一説」を唱え続けた彼は、最期まで「利益と道徳は両立すべきだ」という信念を貫き、日本の近代化と社会福祉の発展に生涯を捧げた姿勢は、今なお多くの経営者の模範となっています。,ACHIEVEMENT,,,,REAL,,,,,,,2025-12-03 14:31:34,,,,,,70.0,81.42857142857142,,,8.5,7.0,8.0,8.5,8.0,8.5,8.5,ビジネス
P97AF510,昭和天皇,,87,政治,271,あなたと同じ87歳のとき、昭和天皇は崩御される直前まで、生物学研究への情熱を失いませんでした。1988年、体調が悪化する中でも、那須御用邸で採集した植物標本の整理を続け、側近に研究成果について語っていたと伝えられています。また、この年の9月には吐血され、その後約4ヶ月間の闘病生活に入りますが、意識のある間は皇居内の生物学研究所のことを気にかけ、研究者たちを案じていました。生涯を通じて学問を愛し、最期まで探究心を持ち続けた姿は、一つのことに真摯に向き合う大切さを私たちに教えてくれます。昭和天皇は1989年1月7日、87歳で崩御されました。,ACHIEVEMENT,,,,REAL,,,,,,,2025-12-03 14:31:44,,,,,,70.0,81.42857142857142,,,8.5,7.0,8.0,8.5,8.0,8.5,8.5,政治
P412FE98,裕仁（昭和天皇）,,85,政治,255,あなたと同じ85歳のとき、裕仁（昭和天皇）は1987年に深刻な体調不良に見舞われながらも、公務への責任を果たし続けました。この年の4月、天皇は開腹手術を受け、慢性膵臓炎と診断されましたが、術後わずか数ヶ月で公務に復帰。戦後、象徴天皇として国民に寄り添う姿勢を貫いてきた天皇は、病を押して全国植樹祭などの行事に出席しました。生物学者としても知られ、那須や葉山の御用邸で海洋生物の研究を続け、晩年まで学問への情熱を失いませんでした。この姿は、85歳という高齢でも使命感を持ち続けることの尊さを示すものとなりました。,ACHIEVEMENT,,,,REAL,,,,,,,2025-12-03 14:31:52,,,,,,70.0,81.42857142857142,,,8.5,7.0,8.0,8.5,8.0,8.5,8.5,政治
P7517B57,中曽根康弘,,101,政治,263,あなたと同じ101歳のとき、中曽根康弘は2018年に自宅で静かな日々を過ごしていました。戦後日本政治の重鎮として、首相在任中には国鉄民営化やロン・ヤス関係など数々の功績を残した彼は、この年も明晰な頭脳を保ち、時折訪れる政治家たちに助言を与えていました。100歳を超えてもなお新聞を欠かさず読み、政治情勢に関心を持ち続ける姿は、周囲の人々に深い感銘を与えました。「大勲位」と呼ばれた彼の長寿と知的活力は、生涯を通じて国家に尽くした政治家の気概を示すものでした。翌2019年に101歳で逝去するまで、日本の歩みを見守り続けました。,ACHIEVEMENT,,,,REAL,,,,,,,2025-12-03 14:32:01,,,,,,70.0,81.42857142857142,,,8.5,7.0,8.0,8.5,8.0,8.5,8.5,政治
P4B0C3A0,森光子,,92,俳優・女優,259,あなたと同じ92歳のとき、森光子は舞台『放浪記』の上演2000回を目前に控えていました。2009年5月、彼女は体調不良により入院し、惜しまれながら同作からの引退を表明しました。1961年の初演から48年間、林芙美子の波乱の人生を演じ続け、舞台上で見せる「でんぐり返し」は、その年齢を感じさせない気力と体力の象徴として多くの人々を驚かせました。結局、上演回数は1961回で幕を閉じましたが、半世紀近くにわたり一つの役に情熱を注ぎ続けた姿は、プロフェッショナルとしての執念と、演じることへの深い愛情を示す伝説となりました。,ACHIEVEMENT,,,,REAL,,,,,,,2025-12-03 14:32:10,,,,,,70.0,81.42857142857142,,,8.5,7.0,8.0,8.5,8.0,8.5,8.5,俳優・女優
PBE93407,赤塚不二夫,,72,漫画,270,あなたと同じ72歳のとき、赤塚不二夫は2008年8月2日、その波乱に満ちた人生に幕を閉じました。告別式では盟友タモリが弔辞を読み、「私もあなたの作品の一つです」という言葉で、赤塚が自分を見出し育ててくれた恩に感謝を表しました。赤塚は『おそ松くん』『天才バカボン』などのギャグ漫画で日本中を笑わせ続け、「これでいいのだ」という言葉は時代を超えた名言となりました。晩年は病に倒れながらも、彼が生み出したキャラクターたちは今なお多くの人々に愛され続けています。自由な発想と破天荒な生き方で、漫画という表現の可能性を大きく広げた偉大な漫画家でした。,ACHIEVEMENT,,,,REAL,,,,,,,2025-12-03 14:32:19,,,,,,70.0,81.42857142857142,,,8.5,7.0,8.0,8.5,8.0,8.5,8.5,漫画
PF2CFEDC,聖路加国際病院 日野原重明,,99,医学,259,あなたと同じ99歳のとき、日野原重明は、東日本大震災の被災地支援に尽力していました。2011年3月11日の震災発生後、99歳という高齢にもかかわらず、被災者への医療支援や心のケアの重要性を訴え続けました。また同年には、自らが企画・監修した小学生向けの「いのちの授業」を全国各地で精力的に展開し、子どもたちに命の尊さと生きる意味を伝え続けました。「人生で最も大切なのは、与えられた時間を他者のために使うこと」という信念のもと、講演活動や執筆活動を休むことなく続け、生涯現役の医師として多くの人々に希望と勇気を与えました。,ACHIEVEMENT,,,,REAL,,,,,,,2025-12-03 14:32:25,,,,,,70.0,81.42857142857142,,,8.5,7.0,8.0,8.5,8.0,8.5,8.5,医学
