person_name,category,person_type,birth_year,death_year
CHAGE,音楽,REAL,1985.0,
C・S・ルイス,文学,REAL,1980.0,
Daniel Rodriguez,科学・技術,REAL,1976.0,
David Thompson,科学・技術,REAL,1979.0,
Emily Garcia,科学・技術,REAL,1983.0,
Francis Fukuyama,学術・研究,REAL,1980.0,
HIRO,エンターテイメント,REAL,1983.0,
IKKO,エンターテイメント,REAL,1980.0,
J.K.ローリング,文学,REAL,1994.0,
JPモルガン・ジュニア,ビジネス,REAL,1980.0,
James Miller,科学・技術,REAL,1978.0,
Lisa Anderson,科学・技術,REAL,1981.0,
MISIA,音楽,REAL,1977.0,
Marcin Iwiński,アニメ・漫画・ゲーム,REAL,1977.0,
Mark Brown,科学・技術,REAL,1977.0,
Michael Johnson,科学・技術,REAL,1982.0,
Michelle Martin,科学・技術,REAL,1982.0,
Sarah Wilson,科学・技術,REAL,1984.0,
Shelly,エンターテイメント,REAL,2000.0,
WIT STUDIO・和田丈嗣,アニメ・漫画・ゲーム,REAL,1977.0,
W・サマセット・モーム,文学,REAL,1984.0,
imase,音楽,REAL,1985.0,
あき竹城,エンターテイメント,REAL,1977.0,
いとうあさこ,エンターテイメント,REAL,2000.0,
いとうせいこう,芸術・文化,REAL,1981.0,
いわさきちひろ,芸術・文化,REAL,1985.0,
おすぎ,エンターテイメント,REAL,2000.0,
おネエMANS,エンターテイメント,REAL,1985.0,
からくり儀右衛門,科学・技術,REAL,1985.0,
きっと松本,エンターテイメント,REAL,1983.0,
くっきー,エンターテイメント,REAL,1985.0,
さんま,エンターテイメント,REAL,1985.0,
たかし,エンターテイメント,REAL,1985.0,
ちきりん,ビジネス,REAL,1980.0,
つげ義春,芸術・文化,REAL,1985.0,
つまみ枝豆,エンターテイメント,REAL,1980.0,
はるな愛,エンターテイメント,REAL,2000.0,
みのもんた,エンターテイメント,REAL,2000.0,
やくざ映画,音楽,REAL,1985.0,
やくざ映画・高倉健,エンターテイメント,REAL,1985.0,
やなぎみわ,芸術・文化,REAL,1976.0,
ゆうこす,エンターテイメント,REAL,1985.0,
よしもとばなな,文学,REAL,1985.0,
アイザック・アシモフ,芸術・文化,REAL,1983.0,
アイザック・スターン,音楽,REAL,1985.0,
アイザック・ニュートン,科学・技術,REAL,1965.0,
アイヴァン・サザランド,科学・技術,REAL,1985.0,
アウグスティヌス,歴史,REAL,1980.0,
アウグスト・フィック,探検・冒険,REAL,1985.0,
アウンサンスーチー,政治・社会,REAL,1982.0,
アキラ100%,エンターテイメント,REAL,1985.0,
アキラ・クロサワ,芸術・文化,REAL,1985.0,
アクセル・スプリンガー,ビジネス,REAL,1983.0,
アグネス・チャン,政治・社会,REAL,1980.0,
アドラー,学術・研究,REAL,1983.0,
アニエス・ヴァルダ,芸術・文化,REAL,1980.0,
アニッシュ・カプーア,芸術・文化,REAL,1985.0,
アニー・ディラード,文学,REAL,1985.0,
アニー・リーボヴィッツ,芸術・文化,REAL,1980.0,
アブラハム・マズロー,学術・研究,REAL,1980.0,
アマルティア・セン,学術・研究,REAL,1980.0,
アマンシオ・オルテガ,ビジネス,REAL,1985.0,
アメトーーク・宮迫博之,エンターテイメント,REAL,1985.0,
アラン・アスペ,科学・技術,REAL,1985.0,
アラン・ムーア,アニメ・漫画・ゲーム,REAL,1983.0,
アラン・リックマン,エンターテイメント,REAL,1980.0,
アリストテレス,学術・研究,REAL,2008.0,
アリス・マンロー,文学,REAL,1985.0,
アリソン・ジャニー,映画・演劇,REAL,1980.0,
アリババ・ジャック・マー,ビジネス,REAL,1985.0,
アルバート・ブーラ,科学・技術,REAL,1985.0,
アルバート・プホルス,スポーツ,REAL,1981.0,
アルフレッド・ブレンデル,音楽,REAL,1980.0,
アル・シャープトン,政治・社会,REAL,1980.0,
アル・パチーノ,俳優・女優,REAL,1990.0,
アレクサンダー・ハミルトン,政治・社会,REAL,1978.0,
アンセル・アダムス,芸術・文化,REAL,1980.0,
アンダーワールド,音楽,REAL,1985.0,
アンディ・ウォーホル,芸術・文化,REAL,1997.0,
アントニオ・タピエス,芸術・文化,REAL,1980.0,
アントニオ・ヴィヴァルディ,芸術・文化,REAL,1985.0,
アントニン・ドヴォルザーク,音楽,REAL,1980.0,
アントニ・ガウディ,芸術・文化,REAL,1975.0,
アントニ・ファン・レーウェンフック,科学・技術,REAL,1985.0,
アントワーヌ・アルノー,ビジネス,REAL,1988.0,
アンドリュー・ウィルソン,アニメ・漫画・ゲーム,REAL,1977.0,
アンドリュー・カーネギー,ビジネス,REAL,1975.0,
アンドリュー・スタントン,アニメ・漫画・ゲーム,REAL,1984.0,
アンドリュー・ワイルズ,学術・研究,REAL,1984.0,
アンドレアス・ヴェサリウス,科学・技術,REAL,1985.0,
アンドレ・プレヴィン,音楽,REAL,1985.0,
アンドレ・マリー・アンペア,科学・技術,REAL,1985.0,
アンナ・ウィンター,芸術・文化,REAL,1980.0,
アンペール,科学・技術,REAL,1980.0,
アンリ・カルティエ＝ブレッソン,芸術・文化,REAL,1980.0,
アンリ・ベクレル,科学・技術,REAL,1981.0,
アン・ライス,文学,REAL,1985.0,
アーサー・ペン,映画・演劇,REAL,1977.0,
アーサー・ミラー,文学,REAL,1987.0,
アーシュラ・K・ル・グィン,文学,REAL,1985.0,
