person_name,category,person_type,birth_year,death_year
いかりや長介,エンターテイメント,REAL,1955.0,
いとうあさこ,エンターテイメント,REAL,1955.0,
アウンサンスーチー,政治・社会,REAL,1955.0,
アガサ・クリスティ,芸術・文化,REAL,1954.0,
アシュケナージ,音楽,REAL,1955.0,
アバド,音楽,REAL,1955.0,
アルフレート・ブレンデル,音楽,REAL,1948.0,
アントニオ・グテーレス,政治・社会,REAL,1955.0,
オーギュスト・ロダン,芸術・文化,REAL,1955.0,
カラヤン,音楽,REAL,1950.0,
ガブリエル・ガルシア＝マルケス,文学,REAL,1950.0,
キング・チャールズ3世,政治・社会,REAL,1952.0,
キース・ジャレット,音楽,REAL,1954.0,
コナミ・上月景正,アニメ・漫画・ゲーム,REAL,1950.0,
ジミー・コナーズ,スポーツ,REAL,1954.0,
ジョー・バイデン,政治・社会,REAL,1950.0,
スティーブン・ホーキング,科学・技術,REAL,1955.0,
ダライ・ラマ14世,政治・社会,REAL,1950.0,
チャーリー・マンガー,ビジネス,REAL,1955.0,
ディジー・ガレスピー,音楽,REAL,1955.0,
ドナルド・トランプ,政治・社会,REAL,1955.0,
ドミンゴ,音楽,REAL,1950.0,
ニコラウス・コペルニクス,学術・研究,REAL,1955.0,
ハイフェッツ,音楽,REAL,1955.0,
ハルク・ホーガン,スポーツ,REAL,1955.0,
ハンス・ディートリヒ・ゲンシャー,政治・社会,REAL,1955.0,
バズ・オルドリン,探検・冒険,REAL,1955.0,
バーンスタイン,音楽,REAL,1954.0,
フランソワ・ミッテラン,政治・社会,REAL,1955.0,
プラシド・ドミンゴ,音楽,REAL,1950.0,
ヘルベルト・フォン・カラヤン,音楽,REAL,1950.0,
ベルナルド・サンダース,政治・社会,REAL,1955.0,
ベンジャミン・フランクリン,歴史,REAL,1955.0,
ホセ・ムヒカ,政治・社会,REAL,1955.0,
ムハマド・ユヌス,スポーツ,REAL,1955.0,
ヤッシャ・ハイフェッツ,音楽,REAL,1955.0,
ヨシュア・ベンジオ,科学・技術,REAL,1955.0,
レナード・バーンスタイン,音楽,REAL,1954.0,
レフ・ワレサ,政治・社会,REAL,1955.0,
ロナルド・レーガン,政治・社会,REAL,1955.0,
三波春夫,音楽,REAL,1952.0,
三遊亭好楽,エンターテイメント,REAL,1955.0,
中村修也,科学・技術,REAL,1950.0,
中村勘三郎,芸術・文化,REAL,1953.0,
中村雅俊,芸術・文化,REAL,1954.0,
中西学,スポーツ,REAL,1955.0,
中西輝政,政治・社会,REAL,1955.0,
丹下健三,芸術・文化,REAL,1951.0,
久石譲,芸術・文化,REAL,1953.0,
二階俊博,政治・社会,REAL,1955.0,
井上道義,音楽,REAL,1948.0,
井深大,科学・技術,REAL,1950.0,
仲本工事,エンターテイメント,REAL,1955.0,
伊東豊雄,芸術・文化,REAL,1954.0,
伊能忠敬,科学・技術,REAL,1949.0,
佐藤可士和,科学・技術,REAL,1951.0,
佐藤忠志,芸術・文化,REAL,1950.0,
内田光子,音楽,REAL,1952.0,
出澤剛,ビジネス,REAL,1946.0,
加山雄三,音楽,REAL,1950.0,
加藤登紀子,政治・社会,REAL,1954.0,
北野武,スポーツ,REAL,1950.0,
原節子,映画・演劇,REAL,1955.0,
古井貞煕,科学・技術,REAL,1950.0,
司馬懿,歴史,REAL,1952.0,
吉永小百合,映画・演劇,REAL,1947.0,
吉田正,スポーツ,REAL,1950.0,
吉野彰,科学・技術,REAL,1954.0,
向井千秋,科学・技術,REAL,1955.0,
嘉納治五郎,学術・研究,REAL,1955.0,
坂本龍一,芸術・文化,REAL,1953.0,
塩崎恭久,政治・社会,REAL,1955.0,
塩川正十郎,政治・社会,REAL,1955.0,
大村智,学術・研究,REAL,1950.0,
大竹しのぶ,芸術・文化,REAL,1953.0,
大野一雄,芸術・文化,REAL,1953.0,
太公望,歴史,REAL,1953.0,
奥山清行,芸術・文化,REAL,1951.0,
妹島和世,芸術・文化,REAL,1951.0,
安部公房,文学,REAL,1950.0,
宮﨑駿,ビジネス,REAL,1955.0,
小澤征爾,音楽,REAL,1955.0,
小田原淳,エンターテイメント,REAL,1954.0,
山下泰裕,スポーツ,REAL,1952.0,
山田昌弘,科学・技術,REAL,1953.0,
山田玲司,科学・技術,REAL,1954.0,
岡本太郎,スポーツ,REAL,1955.0,
岩城宏之,音楽,REAL,1952.0,
岸本斉史,学術・研究,REAL,1950.0,
平山郁夫,芸術・文化,REAL,1946.0,
張本勲,スポーツ,REAL,1953.0,
志村ふくみ,芸術・文化,REAL,1949.0,
斎藤実,政治・社会,REAL,1953.0,
木村兼好,政治・社会,REAL,1953.0,
木村重信,芸術・文化,REAL,1952.0,
本田宗一郎,科学・技術,REAL,1953.0,
杉村太蔵,スポーツ,REAL,1954.0,
村上世彰,ビジネス,REAL,1947.0,
松本清張,学術・研究,REAL,1953.0,
柳田敏雄,科学・技術,REAL,1950.0,
