person_name,category,sub_category,person_type,description,birth_year,death_year,tier,source_name,source_url,status,preferred_age
荻野千尋,千と千尋の神隠し,映画,FICTIONAL,神隠しに遭った10歳の少女。湯屋で働く。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/千と千尋の神隠し,active,10
キキ,魔女の宅急便,映画,FICTIONAL,13歳で独り立ちする魔女見習い。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/魔女の宅急便,active,13
草壁サツキ,となりのトトロ,映画,FICTIONAL,妹メイと一緒にトトロに出会う少女。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/となりのトトロ,active,11
草壁メイ,となりのトトロ,映画,FICTIONAL,4歳の好奇心旺盛な女の子。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/となりのトトロ,active,4
ポニョ,崖の上のポニョ,映画,FICTIONAL,人間になりたい魚の女の子。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/崖の上のポニョ,active,5
宗介,崖の上のポニョ,映画,FICTIONAL,ポニョと出会う5歳の男の子。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/崖の上のポニョ,active,5
立花瀧,君の名は。,映画,FICTIONAL,三葉と入れ替わる東京の高校生。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/君の名は。,active,17
宮水三葉,君の名は。,映画,FICTIONAL,瀧と入れ替わる田舎の女子高生。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/君の名は。,active,17
森嶋帆高,天気の子,映画,FICTIONAL,家出して東京に来た少年。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/天気の子,active,16
天野陽菜,天気の子,映画,FICTIONAL,天気を変える力を持つ少女。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/天気の子,active,15
ケビン・マカリスター,ホーム・アローン,映画,FICTIONAL,家に1人取り残された8歳の少年。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/ホーム・アローン,active,8
ジョン・コナー,ターミネーター2,映画,FICTIONAL,未来の人類抵抗軍のリーダーとなる少年。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/ターミネーター2,active,10
マチルダ,レオン,映画,FICTIONAL,殺し屋レオンと暮らす12歳の少女。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/レオン_(映画),active,12
明智吾郎,ペルソナ5,ゲーム,FICTIONAL,探偵として活躍する高校生。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/ペルソナ5,active,17
ペルソナ4主人公,ペルソナ4,ゲーム,FICTIONAL,田舎町に転校してきた高校生。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/ペルソナ4,active,16
花村陽介,ペルソナ4,ゲーム,FICTIONAL,ジュネスの息子。主人公の親友。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/ペルソナ4,active,16
里中千枝,ペルソナ4,ゲーム,FICTIONAL,カンフー好きな女子高生。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/ペルソナ4,active,16
天城雪子,ペルソナ4,ゲーム,FICTIONAL,老舗旅館の娘。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/ペルソナ4,active,16
巽完二,ペルソナ4,ゲーム,FICTIONAL,不良だが手芸が得意。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/ペルソナ4,active,15
久慈川りせ,ペルソナ4,ゲーム,FICTIONAL,元アイドルの女子高生。,,,A,fictional_characters,https://ja.wikipedia.org/wiki/ペルソナ4,active,16
