person_name,category,sub_category,person_type,description,birth_year,death_year,tier,source_name,source_url,status,preferred_age
ラーマーヤナ,インド神話,神話,FICTIONAL,インド叙事詩の英雄。ヴィシュヌの化身。,,,A,mythology,https://ja.wikipedia.org/wiki/ラーマ,active,95
クリシュナ,インド神話,神話,FICTIONAL,インド神話の神。ヴィシュヌの化身。,,,A,mythology,https://ja.wikipedia.org/wiki/クリシュナ,active,96
シヴァ,インド神話,神話,FICTIONAL,インド神話の破壊神。第三の目を持つ。,,,A,mythology,https://ja.wikipedia.org/wiki/シヴァ,active,97
ブラフマー,インド神話,神話,FICTIONAL,インド神話の創造神。四つの顔を持つ。,,,A,mythology,https://ja.wikipedia.org/wiki/ブラフマー,active,98
ヴィシュヌ,インド神話,神話,FICTIONAL,インド神話の維持神。宇宙を守護する。,,,A,mythology,https://ja.wikipedia.org/wiki/ヴィシュヌ,active,99
インドラ,インド神話,神話,FICTIONAL,インド神話の雷神。天界の王。,,,B,mythology,https://ja.wikipedia.org/wiki/インドラ,active,100
アグニ,インド神話,神話,FICTIONAL,インド神話の火神。炎を司る。,,,B,mythology,https://ja.wikipedia.org/wiki/アグニ,active,95
ヴァルナ,インド神話,神話,FICTIONAL,インド神話の水神。秩序を司る。,,,B,mythology,https://ja.wikipedia.org/wiki/ヴァルナ,active,96
ヤマ,インド神話,神話,FICTIONAL,インド神話の死神。冥界の王。,,,B,mythology,https://ja.wikipedia.org/wiki/閻魔,active,97
スーリヤ,インド神話,神話,FICTIONAL,インド神話の太陽神。天を駆ける。,,,B,mythology,https://ja.wikipedia.org/wiki/スーリヤ,active,98
サラスヴァティー,インド神話,神話,FICTIONAL,インド神話の女神。知恵と芸術を司る。,,,B,mythology,https://ja.wikipedia.org/wiki/サラスヴァティー,active,99
ラクシュミー,インド神話,神話,FICTIONAL,インド神話の女神。富と幸運を司る。,,,B,mythology,https://ja.wikipedia.org/wiki/ラクシュミー,active,100
パールヴァティー,インド神話,神話,FICTIONAL,インド神話の女神。シヴァの妻。,,,B,mythology,https://ja.wikipedia.org/wiki/パールヴァティー,active,95
ガネーシャ,インド神話,神話,FICTIONAL,インド神話の象頭神。学問と商売の神。,,,A,mythology,https://ja.wikipedia.org/wiki/ガネーシャ,active,96
ハヌマーン,インド神話,神話,FICTIONAL,インド神話の猿神。風の神の子。,,,A,mythology,https://ja.wikipedia.org/wiki/ハヌマーン,active,97
ガルーダ,インド神話,神話,FICTIONAL,インド神話の神鳥。ヴィシュヌの乗り物。,,,B,mythology,https://ja.wikipedia.org/wiki/ガルダ,active,98
ナーガ,インド神話,神話,FICTIONAL,インド神話の蛇神。水と地下を司る。,,,B,mythology,https://ja.wikipedia.org/wiki/ナーガ,active,99
アスラ,インド神話,神話,FICTIONAL,インド神話の神々。修羅として知られる。,,,B,mythology,https://ja.wikipedia.org/wiki/阿修羅,active,100
マハーバーラタ,インド神話,神話,FICTIONAL,インド叙事詩の英雄アルジュナ。弓の達人。,,,A,mythology,https://ja.wikipedia.org/wiki/アルジュナ,active,95
カルナ,インド神話,神話,FICTIONAL,インド叙事詩の英雄。太陽神の子。,,,A,mythology,https://ja.wikipedia.org/wiki/カルナ,active,96
