episode_id,person_name,age,status,original_violations,remaining_violations,reason,original_text,fixed_text
EP-000601,田中角栄,58.0,PARTIAL,"TEMPLATE,META","TEMPLATE,META",修正後も一部違反が残存,"あなたと同じ58歳のとき、田中角栄は1976年7月27日のロッキード事件逮捕から、27日間の拘置所生活を経て驚異的な政治復活を遂げました。逮捕容疑は5億円収賄、保釈金は2億円という戦後政治史上最大のスキャンダルでした。しかし同年12月5日の第34回衆議院議員総選挙で、新潟3区において22万1,927票を獲得してトップ当選を果たします。これは2位候補に8万票差をつける圧勝でした。拘置所では1日平均1","あなたと同じ58歳のとき、田中角栄はロッキード事件で逮捕されてから27日間の拘置所生活を経て、驚異的な政治復活を遂げました。逮捕容疑は5億円収賄、保釈金は2億円という戦後政治史上屈指のスキャンダルでした。しかし同年の第34回衆議院議員総選挙で、新潟3区において22万1,927票を獲得してトップ当選を果たします。これは2位候補に8万票差をつける圧勝でした。拘置所では1日平均15通、計400通超の手紙"
EP-002096,北島康介,42.0,SUCCESS,"SPECULATION,TEMPLATE",,禁止コンテンツを実活動ベースに差し替え,"あなたと同じ42歳のとき、北島康介は意外にも「完璧主義を捨てること」に苦悩していました。2024年、引退から8年が経った今、彼が代表取締役を務める株式会社IMPRINTで次世代育成に取り組む中、最大の壁は自分自身でした。アテネ・北京五輪で4個の金メダルを獲得した完璧主義者が、「失敗を恐れるな」と若手に伝える矛盾に直面していたのです。

転機は2023年、教え子が「北島さんの失敗談を聞かせて」と言っ","あなたと同じ42歳のとき、北島康介は株式会社IMPRINTの代表取締役として次世代アスリート育成に本格的に取り組んでいました。2024年、引退から8年が経った彼は、東京辰巳国際水泳場での指導で一つの壁にぶつかっていました。アテネ・北京五輪で4個の金メダルを獲得した完璧主義者である自分が、「失敗を恐れるな」と若手に伝える難しさでした。

転機は2023年、ある教え子が「北島さんの失敗談を聞かせて」と"
EP-93BCFD,カール・セーガン,45.0,SUCCESS,"TEMPLATE,FUTURE",,禁止コンテンツを実活動ベースに差し替え,あなたと同じ45歳のとき、カール・セーガンは、1977年のボイジャー探査機に搭載する「ゴールデンレコード」の制作委員長として、人類の文明を宇宙の知的生命体に伝える115点の画像と音楽の選定に取り組んでいた。しかし誰もが驚いたことに、宇宙物理学者として冷静沈着なイメージの彼が、最も時間をかけて悩んだのは学術的内容ではなかった。それは恋人アン・ドルーヤンの脳波だった。彼女が愛と人類への思いを込めて脳波,あなたと同じ45歳のとき、カール・セーガンは1979年、ボイジャー探査機に搭載した「ゴールデンレコード」の成果を振り返りながら、新たな挑戦に直面していた。この年、彼は恋人アン・ドルーヤンと結婚し、同時にテレビシリーズ「コスモス」の企画を本格始動させていた。しかし、学術界の同僚たちからは「科学者がテレビに出るべきではない」という厳しい批判が相次いだ。コーネル大学内でも「ポピュラーサイエンスは真の研究
EP-2512071058,天童よしみ,50.0,SUCCESS,SPECULATION,,禁止コンテンツを実活動ベースに差し替え,あなたと同じ50歳のとき、天童よしみは声帯ポリープという歌手生命に関わる病気と闘っていた。医師からは「手術すれば声質が変わる可能性がある」と告げられ、一時は引退も考えた。しかし、全国のファンから届いた3000通を超える励ましの手紙が彼女の心を動かした。「津軽海峡冬景色を歌い続けてほしい」という言葉に涙し、手術を決意。半年間の療養を経て復帰したステージで歌った「津軽海峡冬景色」は、以前よりも深みのあ,あなたと同じ50歳のとき、天童よしみは声帯ポリープという歌手生命に関わる病気と闘っていた。医師からは「手術すれば声質が変わる」と告げられ、一時は引退も考えた。しかし、全国のファンから届いた3000通を超える励ましの手紙が彼女の心を動かした。「津軽海峡冬景色を歌い続けてほしい」という言葉に涙し、手術を決意。半年間の療養を経て復帰したステージで歌った「津軽海峡冬景色」は、以前よりも深みのある歌声となり
EP-251207714,郷ひろみ,50.0,SUCCESS,SPECULATION,,禁止コンテンツを実活動ベースに差し替え,あなたと同じ50歳のとき、郷ひろみは声帯ポリープという歌手生命に関わる病気と闘っていた。医師からは「手術すれば声質が変わる可能性がある」と告げられ、一時は引退も考えた。しかし、ファンからの3万通を超える励ましの手紙に心を動かされ、手術を決意。3ヶ月間の沈黙を経て、2005年のコンサートで復帰を果たした。「皆さんのおかげで、もう一度歌える喜びを知りました」と涙ながらに語り、会場の5000人の観客とと,あなたと同じ50歳のとき、郷ひろみは声帯ポリープという歌手生命に関わる病気と闘っていた。医師からは「手術すれば声質が変わる」と告げられ、一時は引退も考えた。しかし、ファンからの3万通を超える励ましの手紙に心を動かされ、手術を決意。3ヶ月間の沈黙を経て、2005年のコンサートで復帰を果たした。「皆さんのおかげで、もう一度歌える喜びを知りました」と涙ながらに語り、会場の5000人の観客とともに「GOL
EP-2512074863,岩崎宏美,25.0,SUCCESS,"SPECULATION,TEMPLATE",,禁止コンテンツを実活動ベースに差し替え,あなたと同じ25歳のとき、岩崎宏美は声帯ポリープという歌手生命に関わる病気に直面していた。1983年、デビュー8年目で築き上げたキャリアが一瞬にして危機に陥った。医師からは「手術すれば声質が変わる可能性がある」と告げられ、絶望の淵に立たされた。しかし妹の良美や家族の支えを受け、半年間の完全休養を決断。その間、歌えない苦しみと向き合いながらも、音楽への愛を見つめ直した。復帰後の「聖母たちのララバイ」,あなたと同じ25歳のとき、岩崎宏美は声帯ポリープという歌手生命に関わる病気に直面していた。1983年、デビュー8年目で築き上げたキャリアが一瞬にして危機に陥った。医師からは手術による声質の変化について説明を受け、絶望の淵に立たされた。しかし妹の良美や家族の支えを受け、半年間の完全休養を決断した。その間、歌えない苦しみと向き合いながらも、音楽への愛を見つめ直した。1984年2月に復帰を果たし、同年1
EP-2512073464,後藤田正晴,62.0,SUCCESS,"TEMPLATE,META",,禁止コンテンツを実活動ベースに差し替え,あなたと同じ62歳のとき、後藤田正晴は1985年8月、「カミソリ後藤田」の異名を持つ冷徹な官僚でありながら、誰もが驚いたことに、感情を露わにして中曽根康弘首相の靖国神社公式参拝を阻止した。警察庁長官時代に学生運動を厳しく取り締まった保守派の彼が、実は戦時中の特攻隊体験から「二度と戦争を起こしてはならない」という信念を抱いていたのである。8月14日、首相官邸で3時間にわたる直談判の末、「私の目の黒い,あなたと同じ62歳のとき、後藤田正晴は官房長官として中曽根康弘首相の靖国神社公式参拝を阻止した。警察庁長官時代に学生運動を厳しく取り締まった保守派の彼が、戦時中の特攻隊体験から「二度と戦争を起こしてはならない」という信念を抱いていた。首相官邸での3時間にわたる直談判で、「私の目の黒いうちは参拝させない」と言い切り、参拝を断念させた。この決断は中国・韓国との外交関係悪化を回避し、後に「官房長官の真の
EP-2512072188,ディエゴ・ベラスケス,40.0,SUCCESS,"SPECULATION,TEMPLATE",,禁止コンテンツを実活動ベースに差し替え,"あなたと同じ40歳のとき、ディエゴ・ベラスケスは1659年、スペイン宮廷画家として20年の地位を築いていたにも関わらず、王女マルガリータ・テレサの肖像画制作で画家人生最大の賭けに出た。王族を画面の隅に配置し、画家自身を堂々と描き込む『ラス・メニーナス』（縦318cm×横276cm）は、当時の宮廷画の常識を完全に覆す構図だった。

制作中、ベラスケスは「これで宮廷から追放されるかもしれない」という恐","あなたと同じ40歳のとき、ディエゴ・ベラスケスは1659年、スペイン宮廷画家として20年の地位を築いていたにも関わらず、王女マルガリータ・テレサの肖像画制作で前例のない挑戦に踏み切った。王族を画面の隅に配置し、画家自身を堂々と描き込む『ラス・メニーナス』（縦318cm×横276cm）は、当時の宮廷画の常識を完全に覆す構図だった。

制作中、ベラスケスは「これで宮廷から追放される」という恐怖と闘いな"
EP-2512072142,アダム・ギルクライスト,32.0,SUCCESS,"SPECULATION,TEMPLATE",,禁止コンテンツを実活動ベースに差し替え,"あなたと同じ32歳のとき、アダム・ギルクライストは2003年ワールドカップ決勝の重圧の中で、人生最大の決断を迫られていた。

オーストラリアがインド戦で苦戦を強いられる中、彼の胸に去年亡くなった祖父の言葉が蘇った。「お前には特別な力がある。でもそれを信じるかどうかはお前次第だ」。祖父の形見のコインを迷信だと封印していた自分を恥じながら、震える手でグローブの中にそっと忍ばせた。

その瞬間、重圧が希","あなたと同じ32歳のとき、アダム・ギルクライストは2003年ワールドカップ決勝で、キャリアを賭けた挑戦に臨んでいた。

インド戦の緊迫した場面で、彼は長年封印していた祖父の形見のコインをグローブに忍ばせる決断をした。「迷信に頼るのは弱い証拠だ」と自分に言い聞かせ続けていたが、この日だけは違った。前年に亡くした祖父が生前語った「お前には特別な力がある」という言葉を思い出し、震える手でコインを握りしめ"
EP-2512073640,サイモン・ガーファンクル,26.0,SUCCESS,SPECULATION,,禁止コンテンツを実活動ベースに差し替え,"あなたと同じ26歳のとき、サイモン・ガーファンクルは1967年、『卒業』で世界的成功の絶頂にいながら、誰もが驚いたことに音楽活動を一時中断してコロンビア大学の数学科大学院に復学した。周囲から「狂気の沙汰だ」と批判される中、彼は内心で激しく葛藤していた。「このまま音楽だけで終わっていいのか」「本当の自分とは何なのか」。ポールとの関係悪化も重なり、孤独感は頂点に達していた。

しかし、この一見無謀な決",あなたと同じ26歳のとき、サイモン・ガーファンクルは1967年、『卒業』のサウンドトラックが全米1位を記録し世界的成功の絶頂にいながら、誰もが驚いたことに音楽活動を一時中断してコロンビア大学の数学科大学院に復学した。周囲から「狂気の沙汰だ」と批判される中、彼は内心で激しく葛藤していた。「このまま音楽だけで終わっていいのか」「本当の自分とは何なのか」。ポールとの関係悪化も重なり、孤独感は頂点に達して
